"","unique_id","yi","vi","ch4_n","p_num","plant_species","salinity","marsh","season","tide","lat","ch4_method_simple","climate_region","month","sampling_year"
"504",504,5.65425429726599,3,3,"42","Phragmites australis","oligohaline","Dongtai, Jiangsu","summer","mesotidal","32.691389","discrete","subtropical/warm temperate","July",2020
"505",505,5.99147079704939,3,3,"42","Spartina alterniflora","oligohaline","Dongtai, Jiangsu","summer","mesotidal","32.691389","discrete","subtropical/warm temperate","July",2020
"506",506,4.54553285586281,3,3,"42","Phragmites australis","oligohaline","Dongtai, Jiangsu","summer","mesotidal","32.691389","discrete","subtropical/warm temperate","June",2020
"507",507,4.60527017099142,3,3,"42","Spartina alterniflora","oligohaline","Dongtai, Jiangsu","summer","mesotidal","32.691389","discrete","subtropical/warm temperate","June",2020
"508",508,-1.99817488370457,3,3,"42","Phragmites australis","oligohaline","Dongtai, Jiangsu","spring","mesotidal","32.691389","discrete","subtropical/warm temperate","March",2020
"509",509,-2.86771868253768,3,3,"42","Spartina alterniflora","oligohaline","Dongtai, Jiangsu","spring","mesotidal","32.691389","discrete","subtropical/warm temperate","March",2020
"510",510,4.08491397681826,3,3,"42","Phragmites australis","oligohaline","Dongtai, Jiangsu","spring","mesotidal","32.691389","discrete","subtropical/warm temperate","May",2020
"511",511,4.29991554579564,3,3,"42","Spartina alterniflora","oligohaline","Dongtai, Jiangsu","spring","mesotidal","32.691389","discrete","subtropical/warm temperate","May",2020
"512",512,4.0603954611254,3,3,"42","Phragmites australis","oligohaline","Dongtai, Jiangsu","fall","mesotidal","32.691389","discrete","subtropical/warm temperate","September",2020
"513",513,3.89468048704041,3,3,"42","Spartina alterniflora","oligohaline","Dongtai, Jiangsu","fall","mesotidal","32.691389","discrete","subtropical/warm temperate","September",2020
"514",514,2.17925003654284,3,3,"43","Phragmites australis","oligohaline","Nature Reserve of the Yellow River Delta","spring","microtidal","37.756483","discrete","continental","March",2011
"515",515,0.588722754054437,3,3,"43","Suaeda salsa","oligohaline","Nature Reserve of the Yellow River Delta","spring","microtidal","37.756483","discrete","continental","March",2011
"516",516,-2.17925003654284,3,3,"43","Tamarix chinensis","mesohaline","Nature Reserve of the Yellow River Delta","spring","microtidal","37.756483","discrete","continental","March",2011
"517",517,0.339981448675795,9,9,"44","Salicornia sp.","euhaline","Mornington Peninsula edge of Westernport Bay","summer","mesotidal","-38.4","discrete","oceanic","Decemeber",2009
"518",518,0.098947461769452,9,9,"44","Salicornia sp.","euhaline","Mornington Peninsula edge of Westernport Bay","winter","mesotidal","-38.4","discrete","oceanic","July",2009
"519",519,0.245001565304038,9,9,"44","Salicornia sp.","euhaline","Mornington Peninsula edge of Westernport Bay","fall","mesotidal","-38.4","discrete","oceanic","May",2009
"520",520,0.245001565304038,9,9,"44","Salicornia sp.","euhaline","Mornington Peninsula edge of Westernport Bay","spring","mesotidal","-38.4","discrete","oceanic","September",2009
"521",521,5.04046257692851,144,144,"45","Scirpus mariqueter","oligohaline","Chongming Dongtan Wetland","summer","mesotidal","31.495693","discrete","subtropical/warm temperate","July",2011
"522",522,4.9107360590255,141,141,"45","Scirpus mariqueter","oligohaline","Chongming Dongtan Wetland","summer","mesotidal","31.495693","discrete","subtropical/warm temperate","July",2011
"523",523,2.4436044402346,18,18,"46","Scirpus mariqueter","oligohaline","Chongming Dongtan Wetland","spring","mesotidal","31.495693","discrete","subtropical/warm temperate","April",2011
"524",524,6.16457503405681,18,18,"46","Scirpus mariqueter","oligohaline","Chongming Dongtan Wetland","summer","mesotidal","31.495693","discrete","subtropical/warm temperate","August",2011
"525",525,3.54002302089091,18,18,"46","Scirpus mariqueter","mesohaline","Chongming Dongtan Wetland","winter","mesotidal","31.495693","discrete","subtropical/warm temperate","December",2011
"526",526,3.51254592015544,18,18,"46","Scirpus mariqueter","mesohaline","Chongming Dongtan Wetland","winter","mesotidal","31.495693","discrete","subtropical/warm temperate","February",2011
"527",527,5.26202826406723,18,18,"46","Scirpus mariqueter","oligohaline","Chongming Dongtan Wetland","summer","mesotidal","31.495693","discrete","subtropical/warm temperate","July",2011
"528",528,4.6748940510242,18,18,"46","Scirpus mariqueter","oligohaline","Chongming Dongtan Wetland","summer","mesotidal","31.495693","discrete","subtropical/warm temperate","June",2011
"529",529,2.4436044402346,18,18,"46","Scirpus mariqueter","oligohaline","Chongming Dongtan Wetland","spring","mesotidal","31.495693","discrete","subtropical/warm temperate","March",2011
"530",530,3.29951855908951,18,18,"46","Scirpus mariqueter","oligohaline","Chongming Dongtan Wetland","spring","mesotidal","31.495693","discrete","subtropical/warm temperate","May",2011
"531",531,4.29251836742866,18,18,"46","Scirpus mariqueter","mesohaline","Chongming Dongtan Wetland","fall","mesotidal","31.495693","discrete","subtropical/warm temperate","November",2011
"532",532,3.42696841331605,18,18,"46","Scirpus mariqueter","mesohaline","Chongming Dongtan Wetland","fall","mesotidal","31.495693","discrete","subtropical/warm temperate","October",2011
"533",533,5.9299275985396,18,18,"46","Scirpus mariqueter","mesohaline","Chongming Dongtan Wetland","fall","mesotidal","31.495693","discrete","subtropical/warm temperate","September",2011
"534",534,3.51717799638831,9,9,"47","Phragmites australis","oligohaline","Nature Reserve of the Yellow River Delta","spring","microtidal","37.768332","in situ","continental","May",2018
"535",535,-1.0454985730609,27,27,"47","Suaeda sp.","oligohaline","Nature Reserve of the Yellow River Delta","spring","microtidal","37.768332","in situ","continental","May",2018
"536",536,-2.70980504576868,3,3,"47","Tamarix chinensis","oligohaline","Nature Reserve of the Yellow River Delta","spring","microtidal","37.768332","in situ","continental","May",2018
"537",537,1.22667965252467,8,8,"48","Plantago maritima","euhaline","Dipper Harbour","summer","macrotidal","45.083333","discrete","continental","July, August, September",1993
"538",538,1.18384000739771,6,6,"48","Spartina alterniflora","euhaline","Dipper Harbour","summer","macrotidal","45.083333","discrete","continental","July, August, September",1993
"539",539,1.06164728051055,7,7,"48","Spartina patens","euhaline","Dipper Harbour","summer","macrotidal","45.083333","discrete","continental","July, August, September",1993
"540",540,3.37465591571559,3,3,"49","Distichlis Spicata","mesohaline","Fox Hill","spring","microtidal","41.489731","in situ","continental","April, May",2014
"541",541,3.85017475066312,6,6,"49","Phragmites australis","mesohaline","Fox Hill","spring","microtidal","41.489731","in situ","continental","April, May",2014
"542",542,3.37465591571559,3,3,"49","Distichlis Spicata","euhaline","Fox Hill","summer","microtidal","41.489731","in situ","continental","June, July",2014
"543",543,5.89633691176104,6,6,"49","Phragmites australis","polyhaline","Fox Hill","summer","microtidal","41.489731","in situ","continental","June, July",2014
"544",544,3.37465591571559,3,3,"49","Distichlis Spicata","euhaline","Fox Hill","fall","microtidal","41.489731","in situ","continental","November",2014
"545",545,7.24625454039927,6,6,"49","Phragmites australis","polyhaline","Fox Hill","fall","microtidal","41.489731","in situ","continental","October",2014
"546",546,6.7536026269334,3,3,"49","Phragmites australis","mesohaline","Round Marsh","summer","microtidal","41.508405","in situ","continental","August",2014
"547",547,6.44933483538809,3,3,"49","Distichlis Spicata","mesohaline","Round Marsh","summer","microtidal","41.508405","in situ","continental","June, July",2014
"548",548,7.36979013547875,3,3,"49","Phragmites australis","mesohaline","Round Marsh","summer","microtidal","41.508405","in situ","continental","June, July",2014
"549",549,4.71069167565106,3,3,"49","Distichlis Spicata","mesohaline","Round Marsh","spring","microtidal","41.508405","in situ","continental","May",2014
"550",550,8.52667216329884,3,3,"49","Phragmites australis","oligohaline","Round Marsh","spring","microtidal","41.508405","in situ","continental","May",2014
"551",551,4.15128781418909,3,3,"49","Distichlis Spicata","mesohaline","Round Marsh","fall","microtidal","41.508405","in situ","continental","September",2014
"552",552,3.87703214767022,6,6,"49","Phragmites australis","euhaline","Sage Lot Pond","winter","microtidal","41.554382","in situ","continental","December",2014
"553",553,2.24557722925474,3,3,"49","Distichlis Spicata","euhaline","Sage Lot Pond","winter","microtidal","41.554382","in situ","continental","January",2014
"554",554,2.01140366906056,3,3,"49","Distichlis Spicata","polyhaline","Sage Lot Pond","summer","microtidal","41.554382","in situ","continental","June, July",2014
"555",555,3.68950386898891,6,6,"49","Phragmites australis","polyhaline","Sage Lot Pond","summer","microtidal","41.554382","in situ","continental","June, July",2014
"556",556,1.28550938858874,3,3,"49","Distichlis Spicata","polyhaline","Sage Lot Pond","spring","microtidal","41.554382","in situ","continental","May",2014
"557",557,1.46138223494202,6,6,"49","Phragmites australis","polyhaline","Sage Lot Pond","spring","microtidal","41.554382","in situ","continental","May",2014
"558",558,2.03067748984951,9,9,"5","Juncus sp.","polyhaline","Sage Lot Pond","summer","microtidal","41.554382","in situ","continental","August",2014
"559",559,0.697940270082073,2,2,"5","Juncus sp.","polyhaline","Sage Lot Pond","winter","microtidal","41.554382","in situ","continental","December",2014
"560",560,0.697940270082073,2,2,"5","Juncus sp.","polyhaline","Sage Lot Pond","winter","microtidal","41.554382","in situ","continental","January",2014
"561",561,2.34105800517016,9,9,"5","Juncus sp.","polyhaline","Sage Lot Pond","summer","microtidal","41.554382","in situ","continental","July",2014
"562",562,0.961066972093448,6,6,"5","Juncus sp.","polyhaline","Sage Lot Pond","fall","microtidal","41.554382","in situ","continental","October",2014
"563",563,0.887019142690267,4,4,"5","Juncus sp.","polyhaline","Sage Lot Pond","fall","microtidal","41.554382","in situ","continental","September",2014
"564",564,2.75287977236268,5,5,"5","Juncus sp.","polyhaline","Sage Lot Pond","summer","microtidal","41.554382","in situ","continental","August",2015
"565",565,2.40052454181004,14,14,"5","Spartina alterniflora","polyhaline","Sage Lot Pond","summer","microtidal","41.554382","in situ","continental","August",2015
"566",566,0.66897422675428,2,2,"5","Spartina alterniflora","polyhaline","Sage Lot Pond","winter","microtidal","41.554382","in situ","continental","December",2015
"567",567,1.00826819435674,1,1,"5","Spartina alterniflora","polyhaline","Sage Lot Pond","winter","microtidal","41.554382","in situ","continental","January",2015
"568",568,1.18137625513477,4,4,"5","Juncus sp.","polyhaline","Sage Lot Pond","summer","microtidal","41.554382","in situ","continental","July",2015
"569",569,2.27468483045056,17,17,"5","Spartina alterniflora","polyhaline","Sage Lot Pond","summer","microtidal","41.554382","in situ","continental","July",2015
"570",570,0.548136435125681,3,3,"5","Juncus sp.","polyhaline","Sage Lot Pond","spring","microtidal","41.554382","in situ","continental","May",2015
"571",571,0.579087539646269,1,1,"5","Spartina alterniflora","polyhaline","Sage Lot Pond","spring","microtidal","41.554382","in situ","continental","May",2015
"572",572,0.6095466603764,2,2,"5","Spartina alterniflora","polyhaline","Sage Lot Pond","fall","microtidal","41.554382","in situ","continental","November",2015
"573",573,0.516699823789038,2,2,"5","Juncus sp.","polyhaline","Sage Lot Pond","fall","microtidal","41.554382","in situ","continental","October",2015
"574",574,0.872846593378048,14,14,"5","Spartina alterniflora","polyhaline","Sage Lot Pond","fall","microtidal","41.554382","in situ","continental","October",2015
"575",575,1.03124735044716,2,2,"5","Juncus sp.","polyhaline","Sage Lot Pond","fall","microtidal","41.554382","in situ","continental","September",2015
"576",576,1.41055885471651,14,14,"5","Spartina alterniflora","polyhaline","Sage Lot Pond","fall","microtidal","41.554382","in situ","continental","September",2015
"577",577,6.39269013739273,6,6,"50","Phragmites australis","polyhaline","Round Marsh","summer","microtidal","41.508405","in situ","continental","August",2014
"578",578,5.19031765035756,6,6,"50","Phragmites australis","oligohaline","Round Marsh","summer","microtidal","41.508405","in situ","continental","July",2014
"579",579,7.39222909330469,6,6,"50","Phragmites australis","oligohaline","Round Marsh","summer","microtidal","41.508405","in situ","continental","June",2014
"580",580,8.52321108726323,6,6,"50","Phragmites australis","oligohaline","Round Marsh","spring","microtidal","41.508405","in situ","continental","May",2014
"581",581,7.23966047220139,3,3,"51","Phragmites australis","polyhaline","Fox Hill","summer","microtidal","41.489731","in situ","continental","August",2014
"582",582,5.6453887114081,3,3,"51","Phragmites australis","polyhaline","Fox Hill","summer","microtidal","41.489731","in situ","continental","July",2014
"583",583,6.12565050748135,3,3,"51","Phragmites australis","polyhaline","Fox Hill","summer","microtidal","41.489731","in situ","continental","June",2014
"584",584,3.89101231176625,3,3,"51","Phragmites australis","oligohaline","Fox Hill","spring","microtidal","41.489731","in situ","continental","May",2014
"585",585,4.89330728522186,9,9,"51","Phragmites australis","mesohaline","Fox Hill","summer","microtidal","41.489731","in situ","continental","June",2015
"586",586,4.30963654962673,7,7,"52","Spartina alterniflora","polyhaline","Great Sippewissett Marsh","summer","microtidal","41.588436","in situ","continental","August",2016
"587",587,5.55529741950593,7,7,"52","Spartina alterniflora","polyhaline","Great Sippewissett Marsh","summer","microtidal","41.588436","in situ","continental","August",2016
"588",588,3.49742457284713,7,7,"52","Spartina alterniflora","polyhaline","Great Sippewissett Marsh","summer","microtidal","41.588436","in situ","continental","July",2016
"589",589,4.23141494086751,7,7,"52","Spartina alterniflora","polyhaline","Great Sippewissett Marsh","summer","microtidal","41.588436","in situ","continental","July",2016
"590",590,3.11104801182267,7,7,"52","Spartina alterniflora","polyhaline","Great Sippewissett Marsh","fall","microtidal","41.588436","in situ","continental","October",2016
"591",591,3.66421846088644,7,7,"52","Spartina alterniflora","polyhaline","Great Sippewissett Marsh","fall","microtidal","41.588436","in situ","continental","October",2016
"592",592,3.34762667908564,7,7,"52","Spartina alterniflora","polyhaline","Great Sippewissett Marsh","fall","microtidal","41.588436","in situ","continental","September",2016
"593",593,5.1416977533053,7,7,"52","Spartina alterniflora","polyhaline","Great Sippewissett Marsh","fall","microtidal","41.588436","in situ","continental","September",2016
"594",594,3.03910386829584,7,7,"53","Schoenoplectus americanus","oligohaline","Hudson Bay","summer","microtidal","51.483333","discrete","continental","August",1990
"595",595,2.51350570069321,10.5,10,"53","Schoenoplectus americanus","oligohaline","Hudson Bay","summer","microtidal","51.483333","discrete","continental","July",1990
"596",596,3.80891100757163,7,7,"53","Schoenoplectus americanus","oligohaline","Hudson Bay","summer","microtidal","51.483333","discrete","continental","June",1990
"597",597,0.129496765634533,3.5,3,"53","Schoenoplectus americanus","oligohaline","Hudson Bay","fall","microtidal","51.483333","discrete","continental","October",1990
"598",598,1.76358247011839,3.5,3,"53","Schoenoplectus americanus","oligohaline","Hudson Bay","fall","microtidal","51.483333","discrete","continental","September",1990
"599",599,2.87898449042997,9,9,"56","Juncus sp.","polyhaline","Sage Lot Pond","summer","microtidal","41.554382","in situ","continental","July",2013
"600",600,2.34833204473765,18,18,"56","Spartina alterniflora","polyhaline","Sage Lot Pond","summer","microtidal","41.554382","in situ","continental","July",2013
"601",601,0.805812899367711,18,18,"56","Juncus sp.","polyhaline","Sage Lot Pond","summer","microtidal","41.554382","in situ","continental","June",2013
"602",602,2.52413757020033,9,9,"56","Spartina alterniflora","polyhaline","Sage Lot Pond","summer","microtidal","41.554382","in situ","continental","June",2013
"603",603,3.46795782755608,6,6,"56","Juncus sp.","euhaline","Sage Lot Pond","summer","microtidal","41.554382","in situ","continental","August",2012
"604",604,2.75642873795771,6,6,"56","Spartina alterniflora","euhaline","Sage Lot Pond","summer","microtidal","41.554382","in situ","continental","August",2012
"605",605,1.76659779993373,9,9,"56","Juncus sp.","polyhaline","Sage Lot Pond","summer","microtidal","41.554382","in situ","continental","August",2013
"606",606,3.80981644957571,6,6,"56","Phragmites australis","polyhaline","Sage Lot Pond","summer","microtidal","41.554382","in situ","continental","August",2013
"607",607,2.79599174427296,18,18,"56","Juncus sp.","polyhaline","Sage Lot Pond","summer","microtidal","41.554382","in situ","continental","July",2013
"608",608,4.65424146428527,6,6,"56","Phragmites australis","polyhaline","Sage Lot Pond","summer","microtidal","41.554382","in situ","continental","July",2013
"609",609,2.58834943535059,18,18,"56","Spartina alterniflora","polyhaline","Sage Lot Pond","summer","microtidal","41.554382","in situ","continental","July",2013
"610",610,1.38938391151529,18,18,"56","Juncus sp.","polyhaline","Sage Lot Pond","summer","microtidal","41.554382","in situ","continental","June",2013
"611",611,2.01091332632106,18,18,"56","Spartina alterniflora","polyhaline","Sage Lot Pond","summer","microtidal","41.554382","in situ","continental","June",2013
"612",612,2.22013720110953,9,9,"56","Juncus sp.","euhaline","Sage Lot Pond","summer","microtidal","41.554382","in situ","continental","August",2014
"613",613,3.88281235485885,6,6,"56","Phragmites australis","euhaline","Sage Lot Pond","summer","microtidal","41.554382","in situ","continental","August",2014
"614",614,2.37148983941032,9,9,"56","Juncus sp.","polyhaline","Sage Lot Pond","summer","microtidal","41.554382","in situ","continental","July",2014
"615",615,3.8181950098002,6,6,"56","Phragmites australis","polyhaline","Sage Lot Pond","summer","microtidal","41.554382","in situ","continental","July",2014
"616",616,2.48683584783857,9,9,"56","Spartina alterniflora","polyhaline","Sage Lot Pond","summer","microtidal","41.554382","in situ","continental","July",2014
"617",617,1.9684640606541,9,9,"56","Juncus sp.","polyhaline","Sage Lot Pond","summer","microtidal","41.554382","in situ","continental","June",2014
"618",618,3.02182450434378,6,6,"56","Phragmites australis","polyhaline","Sage Lot Pond","summer","microtidal","41.554382","in situ","continental","June",2014
"619",619,1.14955208587213,9,9,"56","Juncus sp.","polyhaline","Sage Lot Pond","spring","microtidal","41.554382","in situ","continental","May",2014
"620",620,1.76659779993373,6,6,"56","Phragmites australis","polyhaline","Sage Lot Pond","spring","microtidal","41.554382","in situ","continental","May",2014
"621",621,2.97541192720033,1,1,"57","Spartina patens","polyhaline","Plum Island","summer","mesotidal","42.759","discrete","continental","June",2009
"622",622,-0.209416832145046,2,2,"57","Spartina patens","polyhaline","Plum Island","summer","mesotidal","42.759","discrete","continental","June",2010
"623",623,4.12200648485378,5,5,"57","Spartina patens","polyhaline","Plum Island","summer","mesotidal","42.759","discrete","continental","June",2009
"624",624,3.18227371445909,12,12,"58","Spartina alterniflora","euhaline","Mary Donovan's","summer","microtidal","41.546004","in situ","continental","August",2016
"625",625,3.01401875135393,12,12,"58","Spartina alterniflora","euhaline","Mary Donovan's","summer","microtidal","41.546004","in situ","continental","July",2016
"626",626,2.74241392449536,12,12,"58","Spartina alterniflora","euhaline","Mary Donovan's","summer","microtidal","41.546004","in situ","continental","June",2016
"627",627,0.525480447978513,12,12,"58","Spartina alterniflora","polyhaline","Mary Donovan's","fall","microtidal","41.546004","in situ","continental","November",2016
"628",628,1.70506804432412,12,12,"58","Spartina alterniflora","polyhaline","Mary Donovan's","fall","microtidal","41.546004","in situ","continental","October",2016
"629",629,2.75262579611311,12,12,"58","Spartina alterniflora","euhaline","Nag Marsh","summer","microtidal","41.62642","in situ","continental","August",2016
"630",630,2.55703614583272,12,12,"58","Spartina alterniflora","euhaline","Nag Marsh","summer","microtidal","41.62642","in situ","continental","July",2016
"631",631,3.37054471594193,12,12,"58","Spartina alterniflora","euhaline","Mary's Creek","summer","microtidal","41.68843","in situ","continental","August",2016
"632",632,4.35250609098364,12,12,"58","Spartina alterniflora","euhaline","Mary's Creek","summer","microtidal","41.68843","in situ","continental","July",2016
"633",633,3.731554663906,12,12,"58","Spartina alterniflora","euhaline","Mary's Creek","summer","microtidal","41.68843","in situ","continental","June",2016
"634",634,1.72942068567028,12,12,"58","Spartina alterniflora","euhaline","Mary's Creek","fall","microtidal","41.68843","in situ","continental","November",2016
"635",635,2.01140366906056,12,12,"58","Spartina alterniflora","euhaline","Mary's Creek","fall","microtidal","41.68843","in situ","continental","October",2016
"636",636,1.99550875827614,1,1,"58","Spartina alterniflora","euhaline","Mary's Creek","summer","microtidal","41.68843","in situ","continental","August",2017
"637",637,2.89565019582055,2,2,"58","Spartina alterniflora","euhaline","Mary's Creek","summer","microtidal","41.68843","in situ","continental","August",2017
"638",638,3.03916883103879,4,4,"58","Spartina patens","euhaline","Mary's Creek","summer","microtidal","41.68843","in situ","continental","August",2017
"639",639,2.62987870645307,4,4,"58","Spartina alterniflora","euhaline","Mary's Creek","summer","microtidal","41.68843","in situ","continental","July",2017
"640",640,3.78425158347268,4,4,"58","Spartina alterniflora","euhaline","Mary's Creek","summer","microtidal","41.68843","in situ","continental","June",2017
"641",641,2.66649843629722,4,4,"58","Spartina alterniflora","euhaline","Mary's Creek","summer","microtidal","41.68843","in situ","continental","June",2017
"642",642,3.04203066209206,1,1,"58","Spartina alterniflora","euhaline","Mary's Creek","fall","microtidal","41.68843","in situ","continental","September",2017
"643",643,3.03149718358408,4,4,"58","Spartina alterniflora","euhaline","Mary's Creek","fall","microtidal","41.68843","in situ","continental","September",2017
"644",644,2.76524687133129,4,4,"58","Spartina patens","euhaline","Mary's Creek","fall","microtidal","41.68843","in situ","continental","September",2017
"645",645,1.85469493709102,6,6,"6","Scirpus mariqueter","oligohaline","Shanghai Jiuduansha Wetland Nature Reserve","spring","mesotidal","31.241407","discrete","subtropical/warm temperate","April",2004
"646",646,2.5294179424642,6,6,"6","Spartina alterniflora","oligohaline","Shanghai Jiuduansha Wetland Nature Reserve","spring","mesotidal","31.241407","discrete","subtropical/warm temperate","April",2004
"647",647,3.35716794916868,6,6,"6","Scirpus mariqueter","oligohaline","Shanghai Jiuduansha Wetland Nature Reserve","summer","mesotidal","31.241407","discrete","subtropical/warm temperate","August",2004
"648",648,3.47950666823078,6,6,"6","Spartina alterniflora","oligohaline","Shanghai Jiuduansha Wetland Nature Reserve","summer","mesotidal","31.241407","discrete","subtropical/warm temperate","August",2004
"649",649,2.42553491805623,6,6,"6","Scirpus mariqueter","oligohaline","Shanghai Jiuduansha Wetland Nature Reserve","summer","mesotidal","31.241407","discrete","subtropical/warm temperate","June",2004
"650",650,2.5294179424642,6,6,"6","Spartina alterniflora","oligohaline","Shanghai Jiuduansha Wetland Nature Reserve","summer","mesotidal","31.241407","discrete","subtropical/warm temperate","June",2004
"651",651,0.588722754054437,6,6,"6","Scirpus mariqueter","oligohaline","Shanghai Jiuduansha Wetland Nature Reserve","fall","mesotidal","31.241407","discrete","subtropical/warm temperate","October",2004
"652",652,1.0454985730609,6,6,"6","Spartina alterniflora","oligohaline","Shanghai Jiuduansha Wetland Nature Reserve","fall","mesotidal","31.241407","discrete","subtropical/warm temperate","October",2004
"653",653,4.22978639648876,6,6,"60","Spartina alterniflora","polyhaline","Plum Island","summer","mesotidal","42.798611","in situ","continental","August",2017
"654",654,1.09781203258959,6,6,"60","Spartina patens","polyhaline","Plum Island","summer","mesotidal","42.798611","in situ","continental","August",2017
"655",655,3.64058788464823,6,6,"60","Spartina alterniflora","polyhaline","Plum Island","summer","mesotidal","42.798611","in situ","continental","July",2017
"656",656,1.69374768129573,6,6,"60","Spartina patens","polyhaline","Plum Island","summer","mesotidal","42.798611","in situ","continental","July",2017
"657",657,3.07150517096207,6,6,"60","Spartina alterniflora","polyhaline","Plum Island","summer","mesotidal","42.798611","in situ","continental","June",2017
"658",658,1.33282283760792,6,6,"60","Spartina patens","polyhaline","Plum Island","summer","mesotidal","42.798611","in situ","continental","June",2017
"659",659,4.70852986353382,6,6,"60","Spartina alterniflora","polyhaline","Plum Island","summer","mesotidal","42.798611","in situ","continental","August",2018
"660",660,3.01675766791241,6,6,"60","Spartina patens","polyhaline","Plum Island","summer","mesotidal","42.798611","in situ","continental","August",2018
"661",661,3.92181104972849,6,6,"60","Spartina alterniflora","polyhaline","Plum Island","summer","mesotidal","42.798611","in situ","continental","July",2018
"662",662,2.54556489733564,6,6,"60","Spartina patens","polyhaline","Plum Island","summer","mesotidal","42.798611","in situ","continental","July",2018
"663",663,3.24536017889099,6,6,"60","Spartina alterniflora","polyhaline","Plum Island","summer","mesotidal","42.798611","in situ","continental","June",2018
"664",664,2.57869091322577,6,6,"60","Spartina patens","polyhaline","Plum Island","summer","mesotidal","42.798611","in situ","continental","June",2018
"665",665,3.49049423887597,9,9,"61","Schoenoplectus americanus","mesohaline","Kirkpatrick Marsh","summer","microtidal","38.874417","in situ","subtropical/warm temperate","June, July, August",2017
"666",666,3.90491743288471,9,9,"61","Schoenoplectus americanus","mesohaline","Kirkpatrick Marsh","summer","microtidal","38.874417","in situ","subtropical/warm temperate","June, July, August",2018
"667",667,3.57259613603283,9,9,"61","Schoenoplectus americanus","mesohaline","Kirkpatrick Marsh","summer","microtidal","38.874417","in situ","subtropical/warm temperate","June, July, August",2019
"668",668,3.44676071461302,9,9,"61","Schoenoplectus americanus","mesohaline","Kirkpatrick Marsh","summer","microtidal","38.874417","in situ","subtropical/warm temperate","June, July, August",2020
"669",669,2.53656741842237,36,36,"62","Distichlis Spicata","mesohaline","Kirkpatrick Marsh","annual","microtidal","38.874417","in situ","subtropical/warm temperate","January, Febuary, March, April, May, June, July, August, September, October, Novemeber, December",2017
"670",670,4.57632259335163,36,36,"62","Distichlis Spicata","mesohaline","Kirkpatrick Marsh","annual","microtidal","38.874417","in situ","subtropical/warm temperate","January, Febuary, March, April, May, June, July, August, September, October, Novemeber, December",2018
"671",671,3.84690511001956,36,36,"62","Distichlis Spicata","mesohaline","Kirkpatrick Marsh","annual","microtidal","38.874417","in situ","subtropical/warm temperate","January, Febuary, March, April, May, June, July, August, September, October, Novemeber, December",2019
"672",672,-0.588722754054437,6,6,"63","Suaeda salsa","mesohaline","Liaohe Delta","spring","mesotidal","40.960728","discrete","continental","April",2012
"673",673,-2.5294179424642,6,6,"63","Suaeda salsa","mesohaline","Liaohe Delta","summer","mesotidal","40.960728","discrete","continental","August",2012
"674",674,-1.38392671373339,6,6,"63","Suaeda salsa","mesohaline","Liaohe Delta","summer","mesotidal","40.960728","discrete","continental","July",2012
"675",675,0,6,6,"63","Suaeda salsa","mesohaline","Liaohe Delta","summer","mesotidal","40.960728","discrete","continental","June",2012
"676",676,-1.6447395780742,6,6,"63","Suaeda salsa","mesohaline","Liaohe Delta","spring","mesotidal","40.960728","discrete","continental","May",2012
"677",677,2.42553491805623,6,6,"63","Suaeda salsa","mesohaline","Liaohe Delta","fall","mesotidal","40.960728","discrete","continental","November",2012
"678",678,2.62363073595985,6,6,"63","Suaeda salsa","mesohaline","Liaohe Delta","fall","mesotidal","40.960728","discrete","continental","October",2012
"679",679,-2.5294179424642,6,6,"63","Suaeda salsa","mesohaline","Liaohe Delta","fall","mesotidal","40.960728","discrete","continental","September",2012
"680",680,0.653682117770383,4,4,"64","Sporobolus virginicus","polyhaline","Towra Point Nature Reserve","winter","microtidal","-34.021891","in situ","subtropical/warm temperate","August",2018
"681",681,-0.451950276427087,4,4,"64","Sporobolus virginicus","polyhaline","Towra Point Nature Reserve","spring","microtidal","-34.021891","in situ","subtropical/warm temperate","November",2018
"682",682,-0.25688438108575,4,4,"64","Sporobolus virginicus","polyhaline","Towra Point Nature Reserve","spring","microtidal","-34.021891","in situ","subtropical/warm temperate","September",2018
"683",683,0.356036216443189,4,4,"64","Sporobolus virginicus","polyhaline","Towra Point Nature Reserve","fall","microtidal","-34.021891","in situ","subtropical/warm temperate","March",2019
"684",684,5.95408089312064,5,5,"65","Spartina alterniflora","oligohaline","West River Marsh","summer","microtidal","41.271417","in situ","continental","August",2019
"685",685,0,6,6,"66","Spartina alterniflora","oligohaline","Marsh Resource Meadowlands Mitigation Bank","spring","microtidal","40.82","discrete","continental","April",2012
"686",686,5.41771881301452,3,3,"66","Spartina alterniflora","oligohaline","Marsh Resource Meadowlands Mitigation Bank","summer","microtidal","40.82","discrete","continental","August",2012
"687",687,3.3882393909227,6,6,"66","Spartina alterniflora","oligohaline","Marsh Resource Meadowlands Mitigation Bank","winter","microtidal","40.82","discrete","continental","December",2012
"688",688,-0.652666566082356,6,6,"66","Spartina alterniflora","oligohaline","Marsh Resource Meadowlands Mitigation Bank","winter","microtidal","40.82","discrete","continental","February",2012
"689",689,0.652666566082356,6,6,"66","Spartina alterniflora","oligohaline","Marsh Resource Meadowlands Mitigation Bank","winter","microtidal","40.82","discrete","continental","January",2012
"690",690,4.80850409604855,6,6,"66","Spartina alterniflora","oligohaline","Marsh Resource Meadowlands Mitigation Bank","summer","microtidal","40.82","discrete","continental","July",2012
