,num,p_num,unique_id,author,publish_year,title,m_num,lat,long,climate_region,country,state_province,estuary,marsh,specific_site,time_frame,repeat.,sampling_year,sampling_year_full,specific_date_condition,specific_time,month,season,plant_species,plant_comment,section,tide,salinity,salinity_loc,ch4_n,ch4_flux,ch4_var,ch4_var_type,ch4_units,ch4_chamber,ch4_loc,soil_temp,soil_source,soil_temp_var,pw_salinity,pw_salinity_var,pw_conductivity,pw_conductivity_var,cond_convert,salinity_conductivity,enviro_source,ch4_method,ch4_method_simple,method,brand,brand2,model,group_key
1588,1684,80,1359,Sun et al.,2014,Spatial and temporal variations of nitrous oxide flux between coastal marsh and the atmosphere in the Yellow River estuary of China,73,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,12:00:00,September,fall,Suaeda salsa,NA,Low marsh,microtidal,mesohaline,salinity in paper,NA,NA,NA,NA,NA,,NA,25.37,NA,0.84,NA,NA,11.19,0.49,6.300973184,6.300973184,fig,NA,,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,80_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_September_Suaeda salsa_mesohaline__NA_Low marsh
1589,1685,80,1359,Sun et al.,2014,Spatial and temporal variations of nitrous oxide flux between coastal marsh and the atmosphere in the Yellow River estuary of China,74,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,14:30:00,September,fall,Suaeda salsa,NA,Low marsh,microtidal,mesohaline,salinity in paper,NA,NA,NA,NA,NA,,NA,25.37,NA,0.84,NA,NA,11.19,0.49,6.300973184,6.300973184,fig,NA,,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,80_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_September_Suaeda salsa_mesohaline__NA_Low marsh
1590,1686,80,1359,Sun et al.,2014,Spatial and temporal variations of nitrous oxide flux between coastal marsh and the atmosphere in the Yellow River estuary of China,75,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,17:00:00,September,fall,Suaeda salsa,NA,Low marsh,microtidal,mesohaline,salinity in paper,NA,NA,NA,NA,NA,,NA,25.37,NA,0.84,NA,NA,11.19,0.49,6.300973184,6.300973184,fig,NA,,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,80_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_September_Suaeda salsa_mesohaline__NA_Low marsh
1591,1687,80,1355,Sun et al.,2014,Spatial and temporal variations of nitrous oxide flux between coastal marsh and the atmosphere in the Yellow River estuary of China,76,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,7:00:00,October,fall,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,mesohaline,salinity in paper,NA,NA,NA,NA,NA,,NA,18.74,NA,0.74,NA,NA,15.24,1.09,10.23304118,10.23304118,fig,NA,,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,80_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_October_Suaeda salsa_mesohaline__NA_High marsh
1592,1688,80,1355,Sun et al.,2014,Spatial and temporal variations of nitrous oxide flux between coastal marsh and the atmosphere in the Yellow River estuary of China,77,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,9:30:00,October,fall,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,mesohaline,salinity in paper,NA,NA,NA,NA,NA,,NA,18.74,NA,0.74,NA,NA,15.24,1.09,10.23304118,10.23304118,fig,NA,,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,80_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_October_Suaeda salsa_mesohaline__NA_High marsh
1593,1689,80,1355,Sun et al.,2014,Spatial and temporal variations of nitrous oxide flux between coastal marsh and the atmosphere in the Yellow River estuary of China,78,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,12:00:00,October,fall,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,mesohaline,salinity in paper,NA,NA,NA,NA,NA,,NA,18.74,NA,0.74,NA,NA,15.24,1.09,10.23304118,10.23304118,fig,NA,,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,80_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_October_Suaeda salsa_mesohaline__NA_High marsh
1594,1690,80,1355,Sun et al.,2014,Spatial and temporal variations of nitrous oxide flux between coastal marsh and the atmosphere in the Yellow River estuary of China,79,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,14:30:00,October,fall,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,mesohaline,salinity in paper,NA,NA,NA,NA,NA,,NA,18.74,NA,0.74,NA,NA,15.24,1.09,10.23304118,10.23304118,fig,NA,,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,80_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_October_Suaeda salsa_mesohaline__NA_High marsh
1595,1691,80,1355,Sun et al.,2014,Spatial and temporal variations of nitrous oxide flux between coastal marsh and the atmosphere in the Yellow River estuary of China,80,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,17:00:00,October,fall,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,mesohaline,salinity in paper,NA,NA,NA,NA,NA,,NA,18.74,NA,0.74,NA,NA,15.24,1.09,10.23304118,10.23304118,fig,NA,,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,80_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_October_Suaeda salsa_mesohaline__NA_High marsh
1596,1692,80,1357,Sun et al.,2014,Spatial and temporal variations of nitrous oxide flux between coastal marsh and the atmosphere in the Yellow River estuary of China,81,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,7:00:00,October,fall,Suaeda salsa,NA,Middle marsh,microtidal,mesohaline,salinity in paper,NA,NA,NA,NA,NA,,NA,18.95,NA,1.05,NA,NA,11.76,0.53,7.691395195,7.691395195,fig,NA,,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,80_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_October_Suaeda salsa_mesohaline__NA_Middle marsh
1597,1693,80,1357,Sun et al.,2014,Spatial and temporal variations of nitrous oxide flux between coastal marsh and the atmosphere in the Yellow River estuary of China,82,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,9:30:00,October,fall,Suaeda salsa,NA,Middle marsh,microtidal,mesohaline,salinity in paper,NA,NA,NA,NA,NA,,NA,18.95,NA,1.05,NA,NA,11.76,0.53,7.691395195,7.691395195,fig,NA,,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,80_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_October_Suaeda salsa_mesohaline__NA_Middle marsh
1598,1694,80,1357,Sun et al.,2014,Spatial and temporal variations of nitrous oxide flux between coastal marsh and the atmosphere in the Yellow River estuary of China,83,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,12:00:00,October,fall,Suaeda salsa,NA,Middle marsh,microtidal,mesohaline,salinity in paper,NA,NA,NA,NA,NA,,NA,18.95,NA,1.05,NA,NA,11.76,0.53,7.691395195,7.691395195,fig,NA,,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,80_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_October_Suaeda salsa_mesohaline__NA_Middle marsh
1599,1695,80,1357,Sun et al.,2014,Spatial and temporal variations of nitrous oxide flux between coastal marsh and the atmosphere in the Yellow River estuary of China,84,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,14:30:00,October,fall,Suaeda salsa,NA,Middle marsh,microtidal,mesohaline,salinity in paper,NA,NA,NA,NA,NA,,NA,18.95,NA,1.05,NA,NA,11.76,0.53,7.691395195,7.691395195,fig,NA,,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,80_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_October_Suaeda salsa_mesohaline__NA_Middle marsh
1600,1696,80,1357,Sun et al.,2014,Spatial and temporal variations of nitrous oxide flux between coastal marsh and the atmosphere in the Yellow River estuary of China,85,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,17:00:00,October,fall,Suaeda salsa,NA,Middle marsh,microtidal,mesohaline,salinity in paper,NA,NA,NA,NA,NA,,NA,18.95,NA,1.05,NA,NA,11.76,0.53,7.691395195,7.691395195,fig,NA,,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,80_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_October_Suaeda salsa_mesohaline__NA_Middle marsh
1601,1697,80,1356,Sun et al.,2014,Spatial and temporal variations of nitrous oxide flux between coastal marsh and the atmosphere in the Yellow River estuary of China,86,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,7:00:00,October,fall,Suaeda salsa,NA,Low marsh,microtidal,mesohaline,salinity in paper,NA,NA,NA,NA,NA,,NA,15.79,NA,0.53,NA,NA,8.8,0.2,6.079466546,6.079466546,fig,NA,,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,80_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_October_Suaeda salsa_mesohaline__NA_Low marsh
1602,1698,80,1356,Sun et al.,2014,Spatial and temporal variations of nitrous oxide flux between coastal marsh and the atmosphere in the Yellow River estuary of China,87,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,9:30:00,October,fall,Suaeda salsa,NA,Low marsh,microtidal,mesohaline,salinity in paper,NA,NA,NA,NA,NA,,NA,15.79,NA,0.53,NA,NA,8.8,0.2,6.079466546,6.079466546,fig,NA,,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,80_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_October_Suaeda salsa_mesohaline__NA_Low marsh
1603,1699,80,1356,Sun et al.,2014,Spatial and temporal variations of nitrous oxide flux between coastal marsh and the atmosphere in the Yellow River estuary of China,88,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,12:00:00,October,fall,Suaeda salsa,NA,Low marsh,microtidal,mesohaline,salinity in paper,NA,NA,NA,NA,NA,,NA,15.79,NA,0.53,NA,NA,8.8,0.2,6.079466546,6.079466546,fig,NA,,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,80_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_October_Suaeda salsa_mesohaline__NA_Low marsh
1604,1700,80,1356,Sun et al.,2014,Spatial and temporal variations of nitrous oxide flux between coastal marsh and the atmosphere in the Yellow River estuary of China,89,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,14:30:00,October,fall,Suaeda salsa,NA,Low marsh,microtidal,mesohaline,salinity in paper,NA,NA,NA,NA,NA,,NA,15.79,NA,0.53,NA,NA,8.8,0.2,6.079466546,6.079466546,fig,NA,,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,80_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_October_Suaeda salsa_mesohaline__NA_Low marsh
1605,1701,80,1356,Sun et al.,2014,Spatial and temporal variations of nitrous oxide flux between coastal marsh and the atmosphere in the Yellow River estuary of China,90,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,17:00:00,October,fall,Suaeda salsa,NA,Low marsh,microtidal,mesohaline,salinity in paper,NA,NA,NA,NA,NA,,NA,15.79,NA,0.53,NA,NA,8.8,0.2,6.079466546,6.079466546,fig,NA,,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,80_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_October_Suaeda salsa_mesohaline__NA_Low marsh
1606,1702,80,1352,Sun et al.,2014,Spatial and temporal variations of nitrous oxide flux between coastal marsh and the atmosphere in the Yellow River estuary of China,91,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,7:00:00,November,fall,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,mesohaline,salinity in paper,NA,NA,NA,NA,NA,,NA,8,NA,0,NA,NA,16.87,0.2,15.1297483,15.1297483,fig,NA,,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,80_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_November_Suaeda salsa_mesohaline__NA_High marsh
1607,1703,80,1352,Sun et al.,2014,Spatial and temporal variations of nitrous oxide flux between coastal marsh and the atmosphere in the Yellow River estuary of China,92,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,9:30:00,November,fall,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,mesohaline,salinity in paper,NA,NA,NA,NA,NA,,NA,8,NA,0,NA,NA,16.87,0.2,15.1297483,15.1297483,fig,NA,,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,80_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_November_Suaeda salsa_mesohaline__NA_High marsh
1608,1704,80,1352,Sun et al.,2014,Spatial and temporal variations of nitrous oxide flux between coastal marsh and the atmosphere in the Yellow River estuary of China,93,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,12:00:00,November,fall,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,mesohaline,salinity in paper,NA,NA,NA,NA,NA,,NA,8,NA,0,NA,NA,16.87,0.2,15.1297483,15.1297483,fig,NA,,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,80_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_November_Suaeda salsa_mesohaline__NA_High marsh
1609,1705,80,1352,Sun et al.,2014,Spatial and temporal variations of nitrous oxide flux between coastal marsh and the atmosphere in the Yellow River estuary of China,94,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,14:30:00,November,fall,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,mesohaline,salinity in paper,NA,NA,NA,NA,NA,,NA,8,NA,0,NA,NA,16.87,0.2,15.1297483,15.1297483,fig,NA,,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,80_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_November_Suaeda salsa_mesohaline__NA_High marsh
1610,1706,80,1352,Sun et al.,2014,Spatial and temporal variations of nitrous oxide flux between coastal marsh and the atmosphere in the Yellow River estuary of China,95,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,17:00:00,November,fall,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,mesohaline,salinity in paper,NA,NA,NA,NA,NA,,NA,8,NA,0,NA,NA,16.87,0.2,15.1297483,15.1297483,fig,NA,,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,80_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_November_Suaeda salsa_mesohaline__NA_High marsh
1611,1707,80,1354,Sun et al.,2014,Spatial and temporal variations of nitrous oxide flux between coastal marsh and the atmosphere in the Yellow River estuary of China,96,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,7:00:00,November,fall,Suaeda salsa,NA,Middle marsh,microtidal,mesohaline,salinity in paper,NA,NA,NA,NA,NA,,NA,7.05,NA,0.84,NA,NA,12.04,0.16,10.7871395,10.7871395,fig,NA,,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,80_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_November_Suaeda salsa_mesohaline__NA_Middle marsh
1612,1708,80,1354,Sun et al.,2014,Spatial and temporal variations of nitrous oxide flux between coastal marsh and the atmosphere in the Yellow River estuary of China,97,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,9:30:00,November,fall,Suaeda salsa,NA,Middle marsh,microtidal,mesohaline,salinity in paper,NA,NA,NA,NA,NA,,NA,7.05,NA,0.84,NA,NA,12.04,0.16,10.7871395,10.7871395,fig,NA,,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,80_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_November_Suaeda salsa_mesohaline__NA_Middle marsh
1613,1709,80,1354,Sun et al.,2014,Spatial and temporal variations of nitrous oxide flux between coastal marsh and the atmosphere in the Yellow River estuary of China,98,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,12:00:00,November,fall,Suaeda salsa,NA,Middle marsh,microtidal,mesohaline,salinity in paper,NA,NA,NA,NA,NA,,NA,7.05,NA,0.84,NA,NA,12.04,0.16,10.7871395,10.7871395,fig,NA,,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,80_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_November_Suaeda salsa_mesohaline__NA_Middle marsh
1614,1710,80,1354,Sun et al.,2014,Spatial and temporal variations of nitrous oxide flux between coastal marsh and the atmosphere in the Yellow River estuary of China,99,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,14:30:00,November,fall,Suaeda salsa,NA,Middle marsh,microtidal,mesohaline,salinity in paper,NA,NA,NA,NA,NA,,NA,7.05,NA,0.84,NA,NA,12.04,0.16,10.7871395,10.7871395,fig,NA,,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,80_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_November_Suaeda salsa_mesohaline__NA_Middle marsh
1615,1711,80,1354,Sun et al.,2014,Spatial and temporal variations of nitrous oxide flux between coastal marsh and the atmosphere in the Yellow River estuary of China,100,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,17:00:00,November,fall,Suaeda salsa,NA,Middle marsh,microtidal,mesohaline,salinity in paper,NA,NA,NA,NA,NA,,NA,7.05,NA,0.84,NA,NA,12.04,0.16,10.7871395,10.7871395,fig,NA,,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,80_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_November_Suaeda salsa_mesohaline__NA_Middle marsh
1616,1712,80,1353,Sun et al.,2014,Spatial and temporal variations of nitrous oxide flux between coastal marsh and the atmosphere in the Yellow River estuary of China,101,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,7:00:00,November,fall,Suaeda salsa,NA,Low marsh,microtidal,mesohaline,salinity in paper,NA,NA,NA,NA,NA,,NA,4.63,NA,0.42,NA,NA,11.15,0.24,10.66579255,10.66579255,fig,NA,,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,80_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_November_Suaeda salsa_mesohaline__NA_Low marsh
1617,1713,80,1353,Sun et al.,2014,Spatial and temporal variations of nitrous oxide flux between coastal marsh and the atmosphere in the Yellow River estuary of China,102,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,9:30:00,November,fall,Suaeda salsa,NA,Low marsh,microtidal,mesohaline,salinity in paper,NA,NA,NA,NA,NA,,NA,4.63,NA,0.42,NA,NA,11.15,0.24,10.66579255,10.66579255,fig,NA,,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,80_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_November_Suaeda salsa_mesohaline__NA_Low marsh
1618,1714,80,1353,Sun et al.,2014,Spatial and temporal variations of nitrous oxide flux between coastal marsh and the atmosphere in the Yellow River estuary of China,103,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,12:00:00,November,fall,Suaeda salsa,NA,Low marsh,microtidal,mesohaline,salinity in paper,NA,NA,NA,NA,NA,,NA,4.63,NA,0.42,NA,NA,11.15,0.24,10.66579255,10.66579255,fig,NA,,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,80_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_November_Suaeda salsa_mesohaline__NA_Low marsh
1619,1715,80,1353,Sun et al.,2014,Spatial and temporal variations of nitrous oxide flux between coastal marsh and the atmosphere in the Yellow River estuary of China,104,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,14:30:00,November,fall,Suaeda salsa,NA,Low marsh,microtidal,mesohaline,salinity in paper,NA,NA,NA,NA,NA,,NA,4.63,NA,0.42,NA,NA,11.15,0.24,10.66579255,10.66579255,fig,NA,,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,80_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_November_Suaeda salsa_mesohaline__NA_Low marsh
1620,1716,80,1353,Sun et al.,2014,Spatial and temporal variations of nitrous oxide flux between coastal marsh and the atmosphere in the Yellow River estuary of China,105,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,17:00:00,November,fall,Suaeda salsa,NA,Low marsh,microtidal,mesohaline,salinity in paper,NA,NA,NA,NA,NA,,NA,4.63,NA,0.42,NA,NA,11.15,0.24,10.66579255,10.66579255,fig,NA,,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,80_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_November_Suaeda salsa_mesohaline__NA_Low marsh
1621,1717,80,1351,Sun et al.,2014,Spatial and temporal variations of nitrous oxide flux between coastal marsh and the atmosphere in the Yellow River estuary of China,106,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,7:00:00,December,winter,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,polyhaline,salinity in paper,NA,NA,NA,NA,NA,,NA,-1.47,NA,0.53,NA,NA,17.11,0.2,20.60268938,20.60268938,fig,NA,,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,80_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_December_Suaeda salsa_polyhaline__NA_High marsh
1622,1718,80,1351,Sun et al.,2014,Spatial and temporal variations of nitrous oxide flux between coastal marsh and the atmosphere in the Yellow River estuary of China,107,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,9:30:00,December,winter,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,polyhaline,salinity in paper,NA,NA,NA,NA,NA,,NA,-1.47,NA,0.53,NA,NA,17.11,0.2,20.60268938,20.60268938,fig,NA,,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,80_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_December_Suaeda salsa_polyhaline__NA_High marsh
1623,1719,80,1351,Sun et al.,2014,Spatial and temporal variations of nitrous oxide flux between coastal marsh and the atmosphere in the Yellow River estuary of China,108,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,12:00:00,December,winter,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,polyhaline,salinity in paper,NA,NA,NA,NA,NA,,NA,-1.47,NA,0.53,NA,NA,17.11,0.2,20.60268938,20.60268938,fig,NA,,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,80_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_December_Suaeda salsa_polyhaline__NA_High marsh
1624,1720,80,1351,Sun et al.,2014,Spatial and temporal variations of nitrous oxide flux between coastal marsh and the atmosphere in the Yellow River estuary of China,109,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,14:30:00,December,winter,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,polyhaline,salinity in paper,NA,NA,NA,NA,NA,,NA,-1.47,NA,0.53,NA,NA,17.11,0.2,20.60268938,20.60268938,fig,NA,,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,80_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_December_Suaeda salsa_polyhaline__NA_High marsh
1625,1721,80,1351,Sun et al.,2014,Spatial and temporal variations of nitrous oxide flux between coastal marsh and the atmosphere in the Yellow River estuary of China,110,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,17:00:00,December,winter,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,polyhaline,salinity in paper,NA,NA,NA,NA,NA,,NA,-1.47,NA,0.53,NA,NA,17.11,0.2,20.60268938,20.60268938,fig,NA,,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,80_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_December_Suaeda salsa_polyhaline__NA_High marsh
1626,1722,80,1350,Sun et al.,2014,Spatial and temporal variations of nitrous oxide flux between coastal marsh and the atmosphere in the Yellow River estuary of China,111,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,7:00:00,December,winter,Suaeda salsa,NA,Middle marsh,microtidal,mesohaline,salinity in paper,NA,NA,NA,NA,NA,,NA,-2,NA,0.42,NA,NA,12.77,0.73,15.2787837,15.2787837,fig,NA,,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,80_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_December_Suaeda salsa_mesohaline__NA_Middle marsh
1627,1723,80,1350,Sun et al.,2014,Spatial and temporal variations of nitrous oxide flux between coastal marsh and the atmosphere in the Yellow River estuary of China,112,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,9:30:00,December,winter,Suaeda salsa,NA,Middle marsh,microtidal,mesohaline,salinity in paper,NA,NA,NA,NA,NA,,NA,-2,NA,0.42,NA,NA,12.77,0.73,15.2787837,15.2787837,fig,NA,,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,80_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_December_Suaeda salsa_mesohaline__NA_Middle marsh
