,num,p_num,unique_id,author,publish_year,title,m_num,lat,long,climate_region,country,state_province,estuary,marsh,specific_site,time_frame,sampling_year,sampling_year_full,specific_date_condition,specific_time,month,season,plant_species,plant_comment,section,tide,salinity,salinity_loc,ch4_n,ch4_flux,ch4_var,ch4_var_type,ch4_units,ch4_chamber,ch4_loc,soil_temp,soil_source,soil_temp_var,pw_salinity,pw_salinity_var,pw_conductivity,pw_conductivity_var,cond_convert,salinity_conductivity,enviro_source,ch4_method,ch4_method_simple,method,brand,brand2,model,repeat_flag,group_key,yi,vi
364,1470,77,1279,Sun et al.,2018,Short-Term Study on Variations of Carbon Dioxide and Methane Emissions from Intertidal Zone of the Yellow River Estuary during Autumn and Winter,113,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,day,2012,2012,NA,12:00:00,November,fall,Suaeda salsa,NA,Low marsh,microtidal,mesohaline,"salinity in paper, EC in 5-18 range",3,-0.623325,1.24665,SE,mg/m2/h,dark,fig,17.25,NA,NA,NA,NA,10.11,NA,6.808193703,6.808193703,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,77_Yellow River Estuary_Nature Reserve of Yellow River Delta_2012_November_Suaeda salsa_mesohaline_dark_NA_Low marsh,-0.588722754,3
365,1471,77,1279,Sun et al.,2018,Short-Term Study on Variations of Carbon Dioxide and Methane Emissions from Intertidal Zone of the Yellow River Estuary during Autumn and Winter,114,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,day,2012,2012,NA,14:30:00,November,fall,Suaeda salsa,NA,Low marsh,microtidal,mesohaline,"salinity in paper, EC in 5-18 range",3,-0.623325,0.623325,SE,mg/m2/h,dark,fig,17.63,NA,NA,NA,NA,10.11,NA,6.7453569,6.7453569,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,77_Yellow River Estuary_Nature Reserve of Yellow River Delta_2012_November_Suaeda salsa_mesohaline_dark_NA_Low marsh,-0.588722754,3
366,1472,77,1279,Sun et al.,2018,Short-Term Study on Variations of Carbon Dioxide and Methane Emissions from Intertidal Zone of the Yellow River Estuary during Autumn and Winter,115,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,day,2012,2012,NA,17:00:00,November,fall,Suaeda salsa,NA,Low marsh,microtidal,mesohaline,"salinity in paper, EC in 5-18 range",3,0,1.24665,SE,mg/m2/h,dark,fig,15.38,NA,NA,NA,NA,10.11,NA,7.131936449,7.131936449,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,77_Yellow River Estuary_Nature Reserve of Yellow River Delta_2012_November_Suaeda salsa_mesohaline_dark_NA_Low marsh,0,3
367,1473,77,1275,Sun et al.,2018,Short-Term Study on Variations of Carbon Dioxide and Methane Emissions from Intertidal Zone of the Yellow River Estuary during Autumn and Winter,116,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,day,2012,2012,NA,7:00:00,December,winter,Suaeda salsa,NA,Low marsh,microtidal,mesohaline,"salinity in paper, EC in 5-18 range",3,-14.33647,1.24665,SE,mg/m2/h,dark,fig,-0.28,NA,NA,NA,NA,14.24,NA,16.22641879,16.22641879,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,77_Yellow River Estuary_Nature Reserve of Yellow River Delta_2012_December_Suaeda salsa_mesohaline_dark_NA_Low marsh,-3.357167949,3
368,1474,77,1275,Sun et al.,2018,Short-Term Study on Variations of Carbon Dioxide and Methane Emissions from Intertidal Zone of the Yellow River Estuary during Autumn and Winter,117,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,day,2012,2012,NA,9:30:00,December,winter,Suaeda salsa,NA,Low marsh,microtidal,mesohaline,"salinity in paper, EC in 5-18 range",3,-2.493299,0.623325,SE,mg/m2/h,dark,fig,0.28,NA,NA,NA,NA,14.24,NA,15.93087671,15.93087671,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,77_Yellow River Estuary_Nature Reserve of Yellow River Delta_2012_December_Suaeda salsa_mesohaline_dark_NA_Low marsh,-1.644739578,3
369,1475,77,1275,Sun et al.,2018,Short-Term Study on Variations of Carbon Dioxide and Methane Emissions from Intertidal Zone of the Yellow River Estuary during Autumn and Winter,118,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,day,2012,2012,NA,12:00:00,December,winter,Suaeda salsa,NA,Low marsh,microtidal,mesohaline,"salinity in paper, EC in 5-18 range",3,-0.623325,0.623325,SE,mg/m2/h,dark,fig,1.31,NA,NA,NA,NA,14.24,NA,15.40873027,15.40873027,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,77_Yellow River Estuary_Nature Reserve of Yellow River Delta_2012_December_Suaeda salsa_mesohaline_dark_NA_Low marsh,-0.588722754,3
370,1476,77,1275,Sun et al.,2018,Short-Term Study on Variations of Carbon Dioxide and Methane Emissions from Intertidal Zone of the Yellow River Estuary during Autumn and Winter,119,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,day,2012,2012,NA,14:30:00,December,winter,Suaeda salsa,NA,Low marsh,microtidal,mesohaline,"salinity in paper, EC in 5-18 range",3,0,1.24665,SE,mg/m2/h,dark,fig,1.78,NA,NA,NA,NA,14.24,NA,15.17929498,15.17929498,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,77_Yellow River Estuary_Nature Reserve of Yellow River Delta_2012_December_Suaeda salsa_mesohaline_dark_NA_Low marsh,0,3
371,1477,77,1275,Sun et al.,2018,Short-Term Study on Variations of Carbon Dioxide and Methane Emissions from Intertidal Zone of the Yellow River Estuary during Autumn and Winter,120,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,day,2012,2012,NA,17:00:00,December,winter,Suaeda salsa,NA,Low marsh,microtidal,mesohaline,"salinity in paper, EC in 5-18 range",3,0,0.623325,SE,mg/m2/h,dark,fig,1.78,NA,NA,NA,NA,14.24,NA,15.17929498,15.17929498,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,77_Yellow River Estuary_Nature Reserve of Yellow River Delta_2012_December_Suaeda salsa_mesohaline_dark_NA_Low marsh,0,3
372,1502,79,1323,Sun et al.,2013,"Seasonal and spatial variations of methane emissions from coastal marshes in the northern Yellow River estuary, China",1,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,2011,2011,NA,7:00:00,April,spring,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,mesohaline,salinity in paper,3,-2.493299,0.623325,SE,mg/m2/h,dark,fig,17.68,NA,1.47,NA,NA,14.07,0.69,9.627705796,9.627705796,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,79_Yellow River Estuary_Nature Reserve of Yellow River Delta_2011_April_Suaeda salsa_mesohaline_dark_NA_High marsh,-1.644739578,3
373,1503,79,1323,Sun et al.,2013,"Seasonal and spatial variations of methane emissions from coastal marshes in the northern Yellow River estuary, China",2,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,2011,2011,NA,9:30:00,April,spring,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,mesohaline,salinity in paper,3,0,4.363274,SE,mg/m2/h,dark,fig,17.68,NA,1.47,NA,NA,14.07,0.69,9.627705796,9.627705796,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,79_Yellow River Estuary_Nature Reserve of Yellow River Delta_2011_April_Suaeda salsa_mesohaline_dark_NA_High marsh,0,3
374,1504,79,1323,Sun et al.,2013,"Seasonal and spatial variations of methane emissions from coastal marshes in the northern Yellow River estuary, China",3,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,2011,2011,NA,12:00:00,April,spring,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,mesohaline,salinity in paper,3,4.363274,1.24665,SE,mg/m2/h,dark,fig,17.68,NA,1.47,NA,NA,14.07,0.69,9.627705796,9.627705796,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,79_Yellow River Estuary_Nature Reserve of Yellow River Delta_2011_April_Suaeda salsa_mesohaline_dark_NA_High marsh,2.179250037,3
375,1505,79,1323,Sun et al.,2013,"Seasonal and spatial variations of methane emissions from coastal marshes in the northern Yellow River estuary, China",4,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,2011,2011,NA,14:30:00,April,spring,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,mesohaline,salinity in paper,3,-6.856573,1.24665,SE,mg/m2/h,dark,fig,17.68,NA,1.47,NA,NA,14.07,0.69,9.627705796,9.627705796,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,79_Yellow River Estuary_Nature Reserve of Yellow River Delta_2011_April_Suaeda salsa_mesohaline_dark_NA_High marsh,-2.623630736,3
376,1506,79,1323,Sun et al.,2013,"Seasonal and spatial variations of methane emissions from coastal marshes in the northern Yellow River estuary, China",5,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,2011,2011,NA,17:00:00,April,spring,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,mesohaline,salinity in paper,3,-13.713146,8.726547,SE,mg/m2/h,dark,fig,17.68,NA,1.47,NA,NA,14.07,0.69,9.627705796,9.627705796,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,79_Yellow River Estuary_Nature Reserve of Yellow River Delta_2011_April_Suaeda salsa_mesohaline_dark_NA_High marsh,-3.312828903,3
377,1507,79,1325,Sun et al.,2013,"Seasonal and spatial variations of methane emissions from coastal marshes in the northern Yellow River estuary, China",6,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,2011,2011,NA,7:00:00,April,spring,Suaeda salsa,NA,Middle marsh,microtidal,mesohaline,salinity in paper,3,-1.869974,0.623325,SE,mg/m2/h,dark,fig,16.63,NA,1.37,NA,NA,9,0.41,6.09940952,6.09940952,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,79_Yellow River Estuary_Nature Reserve of Yellow River Delta_2011_April_Suaeda salsa_mesohaline_dark_NA_Middle marsh,-1.383926714,3
378,1508,79,1325,Sun et al.,2013,"Seasonal and spatial variations of methane emissions from coastal marshes in the northern Yellow River estuary, China",7,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,2011,2011,NA,9:30:00,April,spring,Suaeda salsa,NA,Middle marsh,microtidal,mesohaline,salinity in paper,3,-1.869974,0.623325,SE,mg/m2/h,dark,fig,16.63,NA,1.37,NA,NA,9,0.41,6.09940952,6.09940952,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,79_Yellow River Estuary_Nature Reserve of Yellow River Delta_2011_April_Suaeda salsa_mesohaline_dark_NA_Middle marsh,-1.383926714,3
379,1509,79,1325,Sun et al.,2013,"Seasonal and spatial variations of methane emissions from coastal marshes in the northern Yellow River estuary, China",8,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,2011,2011,NA,12:00:00,April,spring,Suaeda salsa,NA,Middle marsh,microtidal,mesohaline,salinity in paper,3,5.609923,0.623325,SE,mg/m2/h,dark,fig,16.63,NA,1.37,NA,NA,9,0.41,6.09940952,6.09940952,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,79_Yellow River Estuary_Nature Reserve of Yellow River Delta_2011_April_Suaeda salsa_mesohaline_dark_NA_Middle marsh,2.425534918,3
380,1510,79,1325,Sun et al.,2013,"Seasonal and spatial variations of methane emissions from coastal marshes in the northern Yellow River estuary, China",9,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,2011,2011,NA,14:30:00,April,spring,Suaeda salsa,NA,Middle marsh,microtidal,mesohaline,salinity in paper,3,-16.206445,3.116624,SE,mg/m2/h,dark,fig,16.63,NA,1.37,NA,NA,9,0.41,6.09940952,6.09940952,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,79_Yellow River Estuary_Nature Reserve of Yellow River Delta_2011_April_Suaeda salsa_mesohaline_dark_NA_Middle marsh,-3.479506668,3
381,1511,79,1325,Sun et al.,2013,"Seasonal and spatial variations of methane emissions from coastal marshes in the northern Yellow River estuary, China",10,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,2011,2011,NA,17:00:00,April,spring,Suaeda salsa,NA,Middle marsh,microtidal,mesohaline,salinity in paper,3,-2.493299,0.623325,SE,mg/m2/h,dark,fig,16.63,NA,1.37,NA,NA,9,0.41,6.09940952,6.09940952,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,79_Yellow River Estuary_Nature Reserve of Yellow River Delta_2011_April_Suaeda salsa_mesohaline_dark_NA_Middle marsh,-1.644739578,3
382,1512,79,1324,Sun et al.,2013,"Seasonal and spatial variations of methane emissions from coastal marshes in the northern Yellow River estuary, China",11,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,2011,2011,NA,7:00:00,April,spring,Suaeda salsa,NA,Low marsh,microtidal,mesohaline,salinity in paper,3,1.869974,0.623325,SE,mg/m2/h,dark,fig,12.95,NA,0.95,NA,NA,8.4,0.08,6.219370069,6.219370069,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,79_Yellow River Estuary_Nature Reserve of Yellow River Delta_2011_April_Suaeda salsa_mesohaline_dark_NA_Low marsh,1.383926714,3
383,1513,79,1324,Sun et al.,2013,"Seasonal and spatial variations of methane emissions from coastal marshes in the northern Yellow River estuary, China",12,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,2011,2011,NA,9:30:00,April,spring,Suaeda salsa,NA,Low marsh,microtidal,mesohaline,salinity in paper,3,-3.116624,0.623325,SE,mg/m2/h,dark,fig,12.95,NA,0.95,NA,NA,8.4,0.08,6.219370069,6.219370069,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,79_Yellow River Estuary_Nature Reserve of Yellow River Delta_2011_April_Suaeda salsa_mesohaline_dark_NA_Low marsh,-1.854694937,3
384,1514,79,1324,Sun et al.,2013,"Seasonal and spatial variations of methane emissions from coastal marshes in the northern Yellow River estuary, China",13,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,2011,2011,NA,12:00:00,April,spring,Suaeda salsa,NA,Low marsh,microtidal,mesohaline,salinity in paper,3,-4.363274,1.24665,SE,mg/m2/h,dark,fig,12.95,NA,0.95,NA,NA,8.4,0.08,6.219370069,6.219370069,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,79_Yellow River Estuary_Nature Reserve of Yellow River Delta_2011_April_Suaeda salsa_mesohaline_dark_NA_Low marsh,-2.179250037,3
385,1515,79,1324,Sun et al.,2013,"Seasonal and spatial variations of methane emissions from coastal marshes in the northern Yellow River estuary, China",14,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,2011,2011,NA,14:30:00,April,spring,Suaeda salsa,NA,Low marsh,microtidal,mesohaline,salinity in paper,3,11.843171,4.986598,SE,mg/m2/h,dark,fig,12.95,NA,0.95,NA,NA,8.4,0.08,6.219370069,6.219370069,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,79_Yellow River Estuary_Nature Reserve of Yellow River Delta_2011_April_Suaeda salsa_mesohaline_dark_NA_Low marsh,3.166676244,3
386,1516,79,1324,Sun et al.,2013,"Seasonal and spatial variations of methane emissions from coastal marshes in the northern Yellow River estuary, China",15,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,2011,2011,NA,17:00:00,April,spring,Suaeda salsa,NA,Low marsh,microtidal,mesohaline,salinity in paper,3,3.116624,0.623325,SE,mg/m2/h,dark,fig,12.95,NA,0.95,NA,NA,8.4,0.08,6.219370069,6.219370069,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,79_Yellow River Estuary_Nature Reserve of Yellow River Delta_2011_April_Suaeda salsa_mesohaline_dark_NA_Low marsh,1.854694937,3
387,1517,79,1332,Sun et al.,2013,"Seasonal and spatial variations of methane emissions from coastal marshes in the northern Yellow River estuary, China",16,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,2011,2011,NA,7:00:00,May,spring,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,mesohaline,salinity in paper,3,-49.242659,10.596522,SE,mg/m2/h,dark,fig,28,NA,2.42,NA,NA,16.78,0.57,9.235147441,9.235147441,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,79_Yellow River Estuary_Nature Reserve of Yellow River Delta_2011_May_Suaeda salsa_mesohaline_dark_NA_High marsh,-4.590010565,3
388,1518,79,1332,Sun et al.,2013,"Seasonal and spatial variations of methane emissions from coastal marshes in the northern Yellow River estuary, China",17,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,2011,2011,NA,9:30:00,May,spring,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,mesohaline,salinity in paper,3,-32.41289,13.089821,SE,mg/m2/h,dark,fig,28,NA,2.42,NA,NA,16.78,0.57,9.235147441,9.235147441,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,79_Yellow River Estuary_Nature Reserve of Yellow River Delta_2011_May_Suaeda salsa_mesohaline_dark_NA_High marsh,-4.171941239,3
389,1519,79,1332,Sun et al.,2013,"Seasonal and spatial variations of methane emissions from coastal marshes in the northern Yellow River estuary, China",18,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,2011,2011,NA,12:00:00,May,spring,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,mesohaline,salinity in paper,3,3.116624,19.946394,SE,mg/m2/h,dark,fig,28,NA,2.42,NA,NA,16.78,0.57,9.235147441,9.235147441,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,79_Yellow River Estuary_Nature Reserve of Yellow River Delta_2011_May_Suaeda salsa_mesohaline_dark_NA_High marsh,1.854694937,3
390,1520,79,1332,Sun et al.,2013,"Seasonal and spatial variations of methane emissions from coastal marshes in the northern Yellow River estuary, China",19,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,2011,2011,NA,14:30:00,May,spring,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,mesohaline,salinity in paper,3,37.399488,8.103222,SE,mg/m2/h,dark,fig,28,NA,2.42,NA,NA,16.78,0.57,9.235147441,9.235147441,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,79_Yellow River Estuary_Nature Reserve of Yellow River Delta_2011_May_Suaeda salsa_mesohaline_dark_NA_High marsh,4.314982882,3
391,1521,79,1332,Sun et al.,2013,"Seasonal and spatial variations of methane emissions from coastal marshes in the northern Yellow River estuary, China",20,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,2011,2011,NA,17:00:00,May,spring,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,mesohaline,salinity in paper,3,24.309667,10.596522,SE,mg/m2/h,dark,fig,28,NA,2.42,NA,NA,16.78,0.57,9.235147441,9.235147441,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,79_Yellow River Estuary_Nature Reserve of Yellow River Delta_2011_May_Suaeda salsa_mesohaline_dark_NA_High marsh,3.884444043,3
392,1522,79,1333,Sun et al.,2013,"Seasonal and spatial variations of methane emissions from coastal marshes in the northern Yellow River estuary, China",21,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,2011,2011,NA,7:00:00,May,spring,Suaeda salsa,NA,Middle marsh,microtidal,mesohaline,salinity in paper,3,-31.789565,13.089821,SE,mg/m2/h,dark,fig,25.26,NA,1.68,NA,NA,11.44,0.41,6.46826133,6.46826133,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,79_Yellow River Estuary_Nature Reserve of Yellow River Delta_2011_May_Suaeda salsa_mesohaline_dark_NA_Middle marsh,-4.152532564,3
393,1523,79,1333,Sun et al.,2013,"Seasonal and spatial variations of methane emissions from coastal marshes in the northern Yellow River estuary, China",22,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,2011,2011,NA,9:30:00,May,spring,Suaeda salsa,NA,Middle marsh,microtidal,mesohaline,salinity in paper,3,-2.493299,4.363274,SE,mg/m2/h,dark,fig,25.26,NA,1.68,NA,NA,11.44,0.41,6.46826133,6.46826133,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,79_Yellow River Estuary_Nature Reserve of Yellow River Delta_2011_May_Suaeda salsa_mesohaline_dark_NA_Middle marsh,-1.644739578,3
394,1524,79,1333,Sun et al.,2013,"Seasonal and spatial variations of methane emissions from coastal marshes in the northern Yellow River estuary, China",23,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,2011,2011,NA,12:00:00,May,spring,Suaeda salsa,NA,Middle marsh,microtidal,mesohaline,salinity in paper,3,51.735958,4.363274,SE,mg/m2/h,dark,fig,25.26,NA,1.68,NA,NA,11.44,0.41,6.46826133,6.46826133,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,79_Yellow River Estuary_Nature Reserve of Yellow River Delta_2011_May_Suaeda salsa_mesohaline_dark_NA_Middle marsh,4.639393622,3
395,1525,79,1333,Sun et al.,2013,"Seasonal and spatial variations of methane emissions from coastal marshes in the northern Yellow River estuary, China",24,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,2011,2011,NA,14:30:00,May,spring,Suaeda salsa,NA,Middle marsh,microtidal,mesohaline,salinity in paper,3,18.699744,18.699744,SE,mg/m2/h,dark,fig,25.26,NA,1.68,NA,NA,11.44,0.41,6.46826133,6.46826133,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,79_Yellow River Estuary_Nature Reserve of Yellow River Delta_2011_May_Suaeda salsa_mesohaline_dark_NA_Middle marsh,3.622371188,3
396,1526,79,1333,Sun et al.,2013,"Seasonal and spatial variations of methane emissions from coastal marshes in the northern Yellow River estuary, China",25,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,2011,2011,NA,17:00:00,May,spring,Suaeda salsa,NA,Middle marsh,microtidal,mesohaline,salinity in paper,3,6.856573,9.973197,SE,mg/m2/h,dark,fig,25.26,NA,1.68,NA,NA,11.44,0.41,6.46826133,6.46826133,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,79_Yellow River Estuary_Nature Reserve of Yellow River Delta_2011_May_Suaeda salsa_mesohaline_dark_NA_Middle marsh,2.623630736,3
397,1527,79,1329,Sun et al.,2013,"Seasonal and spatial variations of methane emissions from coastal marshes in the northern Yellow River estuary, China",31,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,2011,2011,NA,7:00:00,June,summer,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,mesohaline,salinity in paper,3,-47.99601,29.91959,SE,mg/m2/h,dark,fig,32.32,NA,2.32,NA,NA,15.73,1.26,7.889612957,7.889612957,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,79_Yellow River Estuary_Nature Reserve of Yellow River Delta_2011_June_Suaeda salsa_mesohaline_dark_NA_High marsh,-4.56437357,3
398,1528,79,1329,Sun et al.,2013,"Seasonal and spatial variations of methane emissions from coastal marshes in the northern Yellow River estuary, China",32,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,2011,2011,NA,9:30:00,June,summer,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,mesohaline,salinity in paper,3,-9.349872,39.269462,SE,mg/m2/h,dark,fig,32.32,NA,2.32,NA,NA,15.73,1.26,7.889612957,7.889612957,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,79_Yellow River Estuary_Nature Reserve of Yellow River Delta_2011_June_Suaeda salsa_mesohaline_dark_NA_High marsh,-2.931357398,3
